kind,id,score,blocker,recoverable_share,confidence,score_model_id,rubric_version
onet,8674,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3436,25,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,8775,82,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2229,70,judgment,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14965,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3030,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7939,20,physical,0.12,low,claude-fable-5,v2.0-0bc6e57d39a2
onet,286,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13550,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8055,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7702,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7711,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14138,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6031,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5605,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,89,45,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14525,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9056,70,judgment,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,13120,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7589,40,physical,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14443,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1438,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,314,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1733,45,judgment,0.3,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4546,30,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,11082,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,954,70,data_access,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14677,60,physical,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6957,40,physical,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,8258,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6124,92,none,0.75,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,389,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11240,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9415,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3886,72,judgment,0.48,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4331,72,judgment,0.48,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9632,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5449,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2772,70,judgment,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,488,50,interpersonal,0.3,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,15322,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3975,50,physical,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3413,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3965,40,judgment,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3466,75,none,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,13189,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3514,70,interpersonal,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6617,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13721,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12276,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,22,25,judgment,0.15,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11691,40,judgment,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2151,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5570,55,physical,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4444,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13125,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9532,70,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3203,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13856,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5006,40,interpersonal,0.25,low,claude-fable-5,v2.0-0bc6e57d39a2
onet,4126,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5839,25,judgment,0.1,low,claude-fable-5,v2.0-0bc6e57d39a2
onet,13701,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4184,60,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4365,72,judgment,0.48,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8739,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13262,20,physical,0.1,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6424,45,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4189,78,judgment,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6053,30,judgment,0.15,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,488,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1184,35,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2444,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7605,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7133,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6257,20,interpersonal,0.12,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2377,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7627,65,data_access,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10430,55,data_access,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2829,55,judgment,0.35,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5398,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1723,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6646,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14680,15,physical,0.1,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10816,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6886,50,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6745,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,238,85,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2031,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1131,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4071,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5618,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14248,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13665,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,963,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4414,82,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6380,60,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4709,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7274,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3181,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9540,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1576,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12861,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13784,55,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,736,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14882,80,none,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,9888,82,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14032,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1887,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12149,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,442,25,interpersonal,0.15,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4698,10,physical,0.05,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,1114,78,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1709,65,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3381,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6493,75,none,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,7850,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10412,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9359,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11923,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10505,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8128,75,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,8396,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13885,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8504,55,judgment,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,8915,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2734,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8426,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13949,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5446,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1450,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10076,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5487,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1974,40,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4465,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10609,80,none,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4898,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1812,55,judgment,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5687,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11528,10,physical,0.05,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6644,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,512,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,5443,55,judgment,0.35,low,claude-fable-5,v2.0-0bc6e57d39a2
micro,7335,15,physical,0.1,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4230,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7499,10,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3412,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6816,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6615,50,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,489,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7354,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,368,55,judgment,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14782,70,judgment,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3276,65,data_access,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,809,45,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4066,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14156,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13309,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4417,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11405,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2781,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13071,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8707,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2811,15,physical,0.1,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1714,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5208,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14978,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,926,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11017,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,68,3,interpersonal,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11977,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3832,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13181,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12297,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6918,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5430,60,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,30,30,judgment,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6429,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3755,10,interpersonal,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14014,15,physical,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2152,35,judgment,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,12398,12,physical,0.06,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5775,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7213,15,physical,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9520,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14734,5,judgment,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12107,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2070,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2490,40,judgment,0.22,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4821,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3898,45,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6514,80,data_access,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,359,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8792,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4977,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,11160,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,648,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6162,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5461,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3140,95,none,0.75,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1399,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,15117,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,447,60,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,824,70,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5987,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3618,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5994,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1130,80,judgment,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11054,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9374,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3354,30,interpersonal,0.15,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5385,85,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7265,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7677,15,physical,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14532,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6812,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14312,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2967,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1392,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2772,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4111,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4813,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6759,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12325,40,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2697,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5493,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2358,45,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,164,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2022,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,759,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8140,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3518,20,interpersonal,0.1,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5013,50,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7331,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,605,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2433,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14089,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5421,25,interpersonal,0.12,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4212,35,interpersonal,0.2,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9533,70,none,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,7340,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9826,65,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3224,70,judgment,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4784,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11515,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11346,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4168,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3393,55,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2263,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4568,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,990,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4010,80,none,0.55,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,1951,75,interpersonal,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,1473,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11322,55,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,495,80,judgment,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9065,5,interpersonal,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5681,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1581,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,9555,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4113,5,physical,0.03,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,8772,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8129,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3166,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5890,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5381,20,interpersonal,0.1,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10874,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1638,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8235,8,physical,0.05,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,12338,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,287,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,238,60,judgment,0.35,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8174,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7439,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13647,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2479,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12303,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10803,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11710,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1486,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4884,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11027,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8338,50,data_access,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1717,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,877,92,none,0.75,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13860,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4826,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6280,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5733,15,interpersonal,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2818,30,physical,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,8892,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6610,8,physical,0.05,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,50,10,judgment,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5233,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2523,35,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3401,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10385,15,physical,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,9546,45,interpersonal,0.28,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4262,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8342,35,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7639,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4064,20,interpersonal,0.1,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5778,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8026,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7182,70,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7302,5,interpersonal,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8397,5,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14308,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2517,55,physical,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14383,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,724,5,interpersonal,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2837,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8883,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13018,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6710,25,interpersonal,0.12,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,54,45,judgment,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14396,50,data_access,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6414,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14627,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3675,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6910,65,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7132,25,interpersonal,0.12,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6854,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4345,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5018,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3953,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7012,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9457,80,judgment,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4369,8,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3088,45,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,315,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13927,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11985,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,15235,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12784,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4240,40,interpersonal,0.22,medium,claude-fable-5,v2.0-0bc6e57d39a2
